country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender
3,27.0,2,2,1,2,2,50.0,360.0,240.0,2.0,2,1,2,0,0,0,1,2,0,4,3,0,1,3,1,1,2,2,2,1,4.0,2,3,1,2,1
3,24.0,0,1,1,1,1,450.0,14400.0,54000.0,22.0,2,1,2,1,0,1,1,2,0,3,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
3,47.0,2,1,1,0,1,20.0,300.0,2880.0,13.0,2,1,2,1,0,2,2,2,3,1,4,0,2,3,1,1,2,2,2,1,0.0,2,2,1,2,1
2,32.0,1,1,1,2,2,320000.0,10000.0,20000.0,4.0,2,1,1,1,0,0,1,1,1,3,4,0,1,3,0,1,2,2,2,1,2.0,2,3,1,1,1
0,43.0,2,1,1,2,2,1800.0,12000.0,21600.0,19.0,2,2,2,1,0,2,1,2,3,3,4,0,1,3,1,1,2,2,2,0,11.0,2,3,1,4,1
3,43.0,2,2,0,0,0,100.0,3600.0,2400.0,15.0,2,1,2,1,0,2,1,2,3,1,4,0,1,3,1,1,2,2,2,0,8.0,3,2,1,2,1
0,34.0,1,2,1,2,2,500.0,200.0,1000.0,2.0,2,1,0,1,1,0,1,2,0,4,3,0,0,3,1,1,2,2,2,0,5.0,2,3,1,2,1
3,44.0,2,1,1,1,2,200.0,2880.0,9600.0,24.0,2,1,2,1,1,2,1,2,0,3,4,0,1,3,1,1,2,2,2,0,0.0,3,4,1,2,1
0,28.0,2,1,1,2,2,1300.0,700.0,1300.0,0.0,2,2,0,1,0,0,1,2,0,3,4,0,0,3,1,1,2,2,2,0,7.0,2,2,1,2,1
1,67.0,2,1,1,1,2,4200.0,1700.0,8500.0,25.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,1,1,2,2,2,0,3.0,2,3,1,2,2
2,42.0,1,1,1,0,1,100000.0,8000.0,15000.0,4.0,2,1,1,1,1,0,1,2,0,2,2,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
0,63.0,2,1,3,1,2,2000.0,220000.0,320000.0,15.0,3,1,2,1,1,1,2,2,2,3,4,0,1,3,1,1,2,2,1,0,8.0,2,2,1,2,1
3,55.0,2,1,1,1,1,300.0,2160.0,3600.0,8.0,2,1,2,1,1,0,2,2,3,3,3,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,31.0,1,2,3,1,2,4500000.0,3000000.0,54000000.0,10.0,2,1,2,1,1,0,1,2,1,4,4,0,1,3,1,1,2,2,1,1,3.0,2,3,0,2,1
2,35.0,0,2,1,0,0,50000.0,40000.0,6000.0,2.0,2,3,2,0,0,2,1,2,0,2,2,0,1,3,0,0,2,2,2,0,3.0,2,3,1,3,2
0,48.0,2,1,1,2,1,700.0,500.0,1700.0,4.0,2,1,0,1,0,0,2,2,3,4,3,0,2,3,1,1,2,2,2,0,2.0,2,3,1,2,1
3,41.0,2,1,3,1,2,450.0,5000.0,5000.0,7.0,1,1,2,1,1,0,2,2,2,3,4,0,2,3,1,1,2,2,2,0,3.0,1,2,1,2,1
0,27.0,2,2,1,1,2,1000.0,3000.0,5500.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,1,2,1,0,2.0,2,3,1,2,1
3,31.0,1,2,1,1,2,120.0,800.0,2000.0,3.0,2,1,2,0,1,1,1,2,3,3,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,41.0,1,1,1,0,0,800000.0,500000.0,1200000.0,16.0,2,1,1,1,0,2,1,2,0,2,2,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
0,63.0,2,1,1,1,2,500.0,8000.0,14400.0,5.0,2,1,2,1,0,2,2,2,2,3,4,0,1,3,1,1,1,2,1,0,2.0,2,2,1,1,1
2,33.0,0,2,1,1,1,240000.0,50000.0,75000.0,7.0,2,1,1,1,1,2,1,2,0,3,4,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
0,58.0,2,1,1,1,2,5000.0,252100.0,686700.0,7.0,2,1,0,1,1,0,2,2,3,3,4,0,1,3,1,1,1,1,1,0,4.0,2,3,1,2,1
3,55.0,2,1,1,0,0,8000.0,500.0,5000.0,28.0,0,1,2,1,1,0,2,0,0,1,0,0,0,3,1,1,2,2,2,1,3.0,0,0,1,2,1
0,43.0,2,1,1,1,2,2600.0,12000.0,15000.0,6.0,2,1,2,1,0,2,1,2,2,3,4,0,1,3,1,1,1,1,1,0,10.0,2,2,1,4,3
0,59.0,1,2,1,1,2,700.0,4500.0,450.0,4.0,2,2,2,1,1,2,2,2,0,4,4,0,1,2,1,1,2,2,2,0,2.0,2,3,1,2,1
2,33.0,1,2,1,0,2,110000.0,60000.0,90000.0,2.0,2,2,1,1,0,2,2,2,0,2,3,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
1,48.0,2,2,1,0,2,97.0,300.0,97.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,1,0,0,1,2,2,2,0,3.0,2,3,1,3,1
3,40.0,2,1,1,1,2,800.0,18000.0,9600.0,4.0,1,1,2,1,1,0,2,2,2,3,4,0,2,3,1,1,2,2,2,0,0.0,1,2,1,2,1
0,42.0,2,2,3,1,1,69705.0,49000.0,69705.0,1.0,2,2,0,1,0,0,2,2,2,3,4,1,0,3,1,1,2,2,1,0,3.0,2,2,1,2,1
0,31.0,1,1,1,1,2,500.0,1300.0,1000.0,5.0,2,1,2,1,0,0,1,2,2,3,4,0,1,3,1,1,1,2,1,0,5.0,2,3,1,1,1
2,32.0,0,2,1,0,2,35000.0,200000.0,240000.0,10.0,2,1,1,0,1,2,1,2,0,2,4,0,1,2,1,0,2,2,2,1,3.0,2,3,1,2,1
3,53.0,2,1,1,1,1,397.0,3744.0,7200.0,4.0,1,1,2,1,0,2,2,2,3,3,4,0,2,3,1,1,2,2,2,0,2.0,1,2,1,2,1
3,45.0,2,1,1,1,2,600.0,4200.0,7200.0,3.0,2,1,2,1,0,0,2,2,2,3,4,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
3,33.0,2,1,1,1,2,100.0,360.0,1200.0,1.0,2,1,2,1,0,2,1,2,2,3,4,0,1,3,1,1,2,2,2,0,7.0,2,3,1,2,1
0,40.0,2,2,3,1,2,2500.0,1500.0,25000.0,1.0,2,2,2,1,1,0,1,2,2,3,4,0,1,3,1,1,2,2,2,0,1.0,2,3,1,2,1
0,44.0,2,2,1,1,1,20000.0,13000.0,20000.0,4.0,2,2,0,1,1,0,1,2,2,3,4,0,1,3,1,1,2,2,2,0,5.0,2,2,1,1,0
3,30.0,2,2,0,1,1,75.0,600.0,1800.0,12.0,2,1,2,1,1,0,2,2,3,3,4,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
0,69.0,2,1,1,1,2,1700.0,19000.0,35000.0,35.0,2,1,2,1,1,0,1,2,0,4,4,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
0,41.0,2,2,1,2,2,3400.0,23700.0,33000.0,1.0,2,2,2,1,0,2,1,2,3,3,4,0,0,3,1,1,2,2,2,0,2.0,1,2,1,2,1
1,44.0,1,1,1,0,0,1500.0,2500.0,5000.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,3,3,1,1,3.0,2,3,0,3,2
2,22.0,1,1,1,2,1,110000.0,120000.0,40000.0,2.0,2,1,1,1,0,2,2,2,1,4,4,0,1,3,0,0,2,2,2,1,3.0,2,3,0,1,1
0,22.0,2,1,3,1,2,2300.0,4684.0,5890.0,3.0,2,1,2,1,1,0,1,1,2,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
1,45.0,2,2,1,2,2,1000.0,150.0,100.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,0,3.0,2,3,0,3,2
1,60.0,1,2,0,2,1,300.0,1000.0,400.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,3,1,1,0,3.0,2,3,1,3,2
3,65.0,2,2,1,2,1,500.0,2760.0,6000.0,3.0,2,1,2,1,0,2,2,2,3,3,4,0,1,3,1,1,2,2,2,1,2.0,3,2,1,2,1
0,50.0,2,1,1,1,1,5000.0,145000.0,305000.0,16.0,2,1,2,1,0,0,2,2,2,3,4,0,1,3,1,1,2,1,1,0,2.0,2,2,1,2,1
1,25.0,2,1,1,1,1,3000.0,1600.0,3000.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,3,3,1,0,3.0,2,3,0,3,2
3,37.0,2,2,1,1,2,100.0,420.0,1200.0,1.0,2,1,2,1,0,2,1,2,2,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
2,33.0,2,2,1,1,2,80000.0,1080000.0,5300000.0,2.0,2,2,1,0,1,2,1,2,1,4,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
3,57.0,2,2,1,0,0,30000.0,10800.0,18000.0,0.0,2,1,2,1,0,0,1,2,3,1,0,0,1,3,1,1,2,2,2,1,6.0,2,2,1,2,1
2,54.0,0,1,3,2,2,1000000.0,300000.0,12000000.0,27.0,2,2,1,0,1,0,1,2,1,3,4,0,1,3,0,0,2,2,2,0,3.0,1,2,0,2,1
0,30.0,2,1,1,1,2,1500.0,2400.0,3600.0,6.0,2,2,0,1,0,2,2,2,3,3,3,0,2,3,1,1,2,2,2,0,10.0,2,3,1,2,1
1,47.0,1,1,3,1,2,7000.0,3000.0,3500.0,15.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,2
2,49.0,0,2,1,0,0,150000.0,1400000.0,2000000.0,4.0,2,1,1,1,1,2,2,2,0,2,2,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
0,61.0,2,1,1,2,2,3900.0,2150.0,7000.0,8.0,2,1,0,1,0,2,2,2,3,3,4,0,2,3,1,1,2,2,2,0,1.0,2,3,1,4,1
1,18.0,2,1,1,2,2,800.0,250.0,560.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,1,3.0,2,3,1,3,2
0,54.0,2,1,1,1,2,9000.0,12000.0,21000.0,21.0,2,1,0,1,0,2,2,2,2,3,4,0,1,3,1,1,2,2,2,0,1.0,2,2,1,2,1
2,55.0,0,2,1,0,0,100000.0,300000.0,800000.0,13.0,2,1,1,1,1,2,1,2,0,2,3,0,1,0,1,0,2,2,2,0,3.0,2,3,0,2,1
3,34.0,2,1,1,0,0,2.0,720.0,1440.0,0.0,2,1,2,1,0,2,2,2,0,4,0,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
3,29.0,2,2,1,1,2,300.0,2400.0,3600.0,4.0,2,1,2,1,1,2,1,2,3,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,52.0,1,1,1,2,0,170.0,200.0,800.0,2.0,2,1,2,1,1,0,2,2,3,4,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
0,44.0,1,1,1,1,1,4000.0,134400.0,235200.0,11.0,1,1,2,1,1,0,2,2,2,3,4,1,2,3,1,1,2,2,2,0,9.0,2,2,1,2,1
2,40.0,1,1,1,2,1,100000.0,20000.0,35000.0,1.0,2,1,2,1,1,2,1,2,1,4,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
0,46.0,2,2,3,1,1,170000.0,65000.0,140000.0,4.0,1,2,2,1,1,0,1,2,2,3,4,0,1,3,1,1,2,2,2,0,2.0,1,2,1,4,3
2,26.0,0,1,1,2,1,600000.0,100000.0,120000.0,5.0,1,1,1,1,1,0,2,2,1,4,4,0,1,3,0,0,2,2,3,1,3.0,2,3,1,2,1
3,40.0,2,1,1,1,2,80.0,2640.0,3840.0,4.0,2,1,2,1,0,2,1,2,0,3,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,40.0,2,1,0,2,2,30.0,240.0,360.0,15.0,2,1,2,0,0,0,1,2,2,3,0,0,2,3,1,1,2,2,2,0,11.0,2,3,1,2,1
3,48.0,2,1,1,1,1,75.0,96.0,756.0,4.0,2,1,2,1,0,0,1,2,2,3,3,0,2,3,1,1,2,2,2,1,8.0,2,3,1,2,1
3,45.0,2,1,3,1,2,600.0,6000.0,13200.0,2.0,1,1,2,1,0,0,2,1,2,3,4,1,1,3,1,1,2,2,2,0,2.0,1,2,1,2,1
0,56.0,1,1,1,1,2,1500.0,6000.0,11000.0,3.0,2,2,2,1,0,2,1,2,2,3,3,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
0,49.0,2,2,1,1,2,600.0,1300.0,3000.0,4.0,2,2,2,1,0,0,2,2,3,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
0,45.0,2,2,1,1,2,4210.0,500.0,100.0,7.0,2,2,2,0,0,0,2,2,0,3,3,0,2,3,1,1,2,2,2,0,2.0,2,2,1,2,1
2,31.0,2,0,1,0,0,350000.0,120000.0,4500000.0,2.0,2,2,1,1,0,2,1,2,1,2,2,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
0,28.0,1,2,1,2,2,5500.0,300.0,800.0,1.0,2,1,2,0,0,0,1,2,2,4,3,0,0,3,1,1,2,2,4,0,2.0,2,3,1,2,1
1,37.0,2,1,1,2,2,97.0,97.0,97.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,3,2,2,1,3.0,2,3,0,3,1
1,37.0,2,2,1,0,0,300.0,50.0,300.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,0,3,2
0,24.0,2,2,1,2,2,2000.0,2600.0,4500.0,1.0,2,1,0,1,1,2,1,2,3,4,3,0,0,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,34.0,2,1,1,1,1,840000.0,150000.0,10080000.0,16.0,2,1,2,0,1,2,1,2,0,3,3,0,1,2,0,0,2,2,2,1,3.0,2,3,1,2,1
0,48.0,1,2,1,1,2,500.0,480.0,1900.0,19.0,2,2,2,1,1,0,1,2,0,3,4,0,1,3,1,1,2,2,2,0,7.0,2,3,1,2,1
2,25.0,1,1,1,1,0,400000.0,1200000.0,3600000.0,3.0,2,1,1,0,0,0,2,2,0,2,2,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
2,20.0,0,0,1,2,2,10000.0,30000.0,168000.0,5.0,2,1,1,1,1,0,1,2,0,4,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
0,55.0,2,1,1,1,2,7000.0,5000.0,15000.0,30.0,2,1,0,1,1,2,2,2,3,3,4,0,2,3,1,1,2,2,1,0,4.0,2,2,1,2,1
1,51.0,2,1,1,1,1,6000.0,150.0,200.0,10.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
0,38.0,2,1,3,1,1,180000.0,500000.0,2160000.0,4.0,1,1,0,1,1,2,1,2,2,3,4,1,2,3,1,1,2,1,2,0,11.0,2,3,1,2,1
3,62.0,2,2,1,1,2,150.0,600.0,900.0,1.0,2,1,2,1,1,0,2,2,0,3,4,0,1,3,1,1,2,2,2,0,0.0,2,2,1,2,1
0,73.0,1,1,3,1,1,3000.0,310000.0,400000.0,60.0,2,2,0,1,0,2,2,2,3,3,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
3,21.0,2,1,1,2,2,600.0,3600.0,7200.0,2.0,2,1,2,1,1,2,2,2,0,4,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
1,28.0,1,1,1,2,2,300.0,100.0,300.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,3,2
1,18.0,2,1,1,2,2,1200.0,300.0,600.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,3,2
1,34.0,2,1,1,1,2,97.0,97.0,97.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
0,33.0,2,2,1,1,2,2500.0,10800.0,19200.0,9.0,2,1,0,1,1,2,2,2,0,4,3,0,1,3,1,1,2,2,2,0,1.0,2,3,1,2,1
1,80.0,1,1,1,2,2,3000.0,1200.0,3000.0,35.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,1,1,2,2,2,1,3.0,2,3,0,2,2
2,25.0,1,2,1,1,2,3000000.0,2500000.0,3000000.0,2.0,2,3,2,0,1,2,1,2,0,3,4,0,1,0,0,0,2,2,2,0,3.0,2,3,0,3,2
3,34.0,1,1,1,1,2,250.0,1800.0,3000.0,1.0,2,1,2,1,0,2,2,2,3,3,3,0,1,3,1,1,2,2,2,1,3.0,2,3,1,2,1
0,42.0,1,1,3,1,2,1000.0,2000.0,14000.0,21.0,2,2,0,1,1,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,9.0,2,2,1,2,1
1,69.0,2,2,1,2,2,1600.0,300.0,400.0,6.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,3,2
3,48.0,2,2,1,2,2,60.0,720.0,720.0,7.0,2,1,2,1,0,2,1,2,0,4,4,0,2,3,1,1,2,2,2,1,0.0,2,2,1,2,1
0,58.0,2,1,1,2,2,3500.0,5000.0,8000.0,2.0,2,2,0,1,1,0,1,2,0,4,3,0,1,3,1,1,2,2,2,0,11.0,2,3,1,2,1
3,48.0,2,0,1,0,0,30.0,3600.0,4320.0,1.0,2,1,2,1,0,2,1,2,0,1,0,0,1,3,1,1,2,2,2,0,4.0,2,3,1,2,1
3,41.0,2,1,1,0,0,40.0,1800.0,3600.0,8.0,2,1,2,0,0,2,2,2,0,1,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
2,36.0,0,1,1,0,0,400000.0,60000.0,100000.0,3.0,2,1,2,1,0,2,2,2,0,2,2,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
0,64.0,2,1,1,1,2,1500.0,8000.0,15000.0,5.0,2,2,2,0,1,2,2,2,3,3,3,0,1,3,1,1,4,2,2,0,4.0,2,2,1,4,1
0,25.0,2,2,1,2,2,1800.0,800.0,2800.0,1.0,2,1,2,1,0,0,1,2,0,4,3,0,0,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,45.0,2,1,1,2,2,500.0,300.0,700.0,5.0,2,2,2,1,0,2,2,2,0,4,3,0,1,3,1,1,2,2,2,0,7.0,2,3,1,2,1
3,45.0,2,2,1,1,2,250.0,1300.0,2300.0,5.0,2,1,2,1,1,2,2,2,3,3,4,1,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,28.0,0,0,1,0,0,41600.0,6000.0,41600.0,2.0,2,1,1,1,1,2,2,2,1,2,2,0,1,3,0,0,2,2,1,0,3.0,2,3,1,2,1
2,25.0,1,1,1,0,0,90000.0,30000.0,2125000.0,3.0,2,1,2,1,1,1,1,2,1,2,4,0,1,3,1,0,2,2,1,0,3.0,2,3,1,2,1
1,41.0,1,1,1,0,0,800.0,200.0,800.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,0,0,0,1,2,2,2,0,3.0,2,3,1,1,2
0,52.0,2,2,3,1,2,3800.0,15000.0,20000.0,4.0,2,2,2,1,1,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
1,50.0,2,1,1,0,2,97.0,97.0,1000.0,23.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,2,2
0,40.0,2,1,3,2,2,1500.0,20000.0,3000.0,2.0,2,2,0,1,1,2,1,2,2,3,4,0,0,3,1,1,2,2,2,0,11.0,2,3,1,2,1
3,26.0,2,2,1,0,2,100.0,1200.0,1800.0,2.0,2,1,2,1,1,0,2,2,3,1,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,48.0,0,1,1,0,1,950000.0,450000.0,11400000.0,4.0,2,3,1,1,1,2,2,1,1,2,4,0,1,0,0,1,2,1,1,0,3.0,2,3,1,2,1
1,38.0,2,1,1,2,2,5000.0,2000.0,6000.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,1,3.0,2,3,1,1,2
0,40.0,2,2,1,1,1,3500.0,25000.0,78000.0,2.0,2,1,0,1,0,2,2,2,2,3,4,0,0,3,1,1,2,1,2,0,2.0,2,2,1,2,1
2,30.0,2,1,1,1,1,96000.0,12500.0,1152000.0,5.0,2,2,1,1,0,2,2,2,0,3,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
3,30.0,2,2,1,0,0,30.0,3000.0,6000.0,1.0,2,1,2,1,0,2,1,2,0,1,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,41.0,1,2,1,0,2,80000.0,25000.0,40000.0,13.0,2,1,2,1,0,2,2,2,0,2,2,0,1,3,0,0,2,2,2,1,3.0,2,3,1,1,1
1,21.0,2,1,1,2,2,2000.0,800.0,4000.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
3,59.0,2,2,1,2,1,150.0,600.0,1200.0,3.0,2,1,2,1,0,0,1,2,3,4,4,0,1,3,1,1,2,2,2,1,4.0,3,2,1,2,1
3,45.0,2,2,1,1,1,1200.0,3000.0,6000.0,5.0,2,1,2,1,1,2,2,2,3,3,3,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,38.0,2,1,3,0,0,2200000.0,1500000.0,26000000.0,3.0,2,1,1,0,1,0,2,2,1,2,4,1,1,3,0,0,2,2,2,1,3.0,2,3,0,2,1
0,44.0,2,1,1,2,2,500.0,3000.0,6000.0,19.0,2,2,0,1,0,2,2,2,0,4,3,0,1,3,1,1,2,2,2,0,1.0,2,3,1,2,1
0,52.0,2,1,3,1,2,3200.0,29000.0,35000.0,3.0,2,1,2,1,1,0,2,1,2,3,4,0,1,3,1,1,2,2,1,0,9.0,2,2,1,2,1
3,45.0,1,2,1,0,0,300.0,2400.0,6000.0,8.0,2,1,2,1,1,2,2,2,3,1,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,32.0,1,2,1,1,2,610000.0,300000.0,7320000.0,1.0,2,1,2,1,0,2,2,2,1,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
1,20.0,2,1,1,2,2,2000.0,2520.0,800.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,2,1
0,28.0,2,1,3,1,2,1500.0,2500.0,8000.0,1.0,2,1,0,1,1,2,2,2,3,3,4,0,0,3,1,1,2,2,2,0,4.0,2,2,1,2,1
3,39.0,2,2,1,1,2,80.0,960.0,2400.0,3.0,2,1,2,1,1,2,1,2,0,4,4,0,2,3,1,1,2,2,2,1,0.0,2,3,1,2,1
1,22.0,2,2,1,1,2,3500.0,400.0,3000.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,1,3.0,2,3,1,3,2
1,66.0,1,2,1,2,2,240.0,89.0,240.0,11.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,1,1,2,2,2,0,3.0,2,3,0,2,0
2,36.0,1,1,1,1,2,20000.0,850.0,1800.0,4.0,2,1,2,0,0,0,1,2,1,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
3,53.0,2,1,1,2,2,50.0,780.0,1200.0,2.0,2,1,2,1,0,2,2,2,3,3,4,0,2,3,1,1,2,2,2,0,1.0,2,3,1,2,1
0,49.0,1,2,1,2,2,433.0,6000.0,15600.0,12.0,2,1,2,1,0,0,1,2,3,3,4,0,1,2,1,1,2,2,2,0,9.0,2,3,1,2,1
0,54.0,2,1,1,1,2,3630.0,3120.0,81000.0,5.0,2,1,2,1,0,2,1,1,2,0,3,0,1,3,1,1,1,2,1,0,11.0,2,2,1,2,3
0,32.0,2,2,1,2,2,2000.0,150.0,250.0,5.0,2,2,0,1,1,0,1,2,2,3,3,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
1,47.0,2,1,1,1,2,2000.0,3000.0,5000.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,3,1,1,0,3.0,2,3,1,3,2
0,43.0,2,2,1,2,2,1200.0,300.0,1500.0,3.0,2,2,0,1,0,0,2,2,0,3,4,0,0,3,1,1,2,2,2,0,1.0,2,3,1,2,1
2,28.0,0,2,1,1,0,280000.0,980000.0,1120000.0,2.0,2,2,1,0,0,2,1,2,0,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,0,2,1
1,60.0,2,1,1,1,1,800.0,200.0,500.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,2,1
3,38.0,2,2,1,0,2,40.0,360.0,1800.0,6.0,2,1,2,1,0,2,2,2,3,1,4,0,1,3,1,1,2,2,2,1,8.0,2,3,1,2,1
3,56.0,2,1,3,1,2,350.0,1800.0,7200.0,25.0,2,1,2,1,1,0,2,2,2,4,4,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,38.0,2,1,1,2,2,500.0,4200.0,7200.0,4.0,2,1,2,1,1,0,1,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
3,24.0,0,1,1,0,0,30.0,720.0,1440.0,0.0,2,1,2,0,0,2,2,2,0,1,0,0,2,3,1,1,2,2,2,0,7.0,2,3,1,2,1
1,44.0,2,2,1,2,2,1200.0,500.0,1200.0,6.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,0,1,2,2,2,0,3.0,2,3,1,1,1
3,27.0,2,2,1,2,2,50.0,1200.0,1800.0,3.0,2,1,2,0,0,0,2,2,0,4,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,30.0,1,2,1,1,1,150.0,1200.0,3000.0,2.0,1,1,2,1,0,0,1,2,2,3,3,0,1,3,1,1,2,2,2,1,1.0,2,2,1,2,1
3,30.0,2,1,1,2,2,200.0,1440.0,2400.0,5.0,2,1,2,1,0,0,2,2,0,4,3,0,1,3,1,1,2,2,2,0,0.0,1,2,1,2,1
0,44.0,2,2,1,2,2,4000.0,200.0,25.0,2.0,2,2,2,0,0,2,2,2,3,4,3,0,2,3,1,1,2,2,2,0,6.0,2,2,1,4,1
3,50.0,2,0,1,2,2,175.0,1200.0,2100.0,3.0,2,1,2,1,0,0,1,2,0,4,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
2,41.0,0,2,1,2,1,450000.0,6000000.0,9420000.0,20.0,2,1,1,1,1,1,2,2,0,4,3,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
3,30.0,2,1,1,2,2,200.0,2400.0,2400.0,0.0,2,1,2,1,0,2,1,2,3,4,3,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
3,38.0,2,2,1,1,0,70.0,720.0,1560.0,0.0,2,1,2,1,0,2,1,1,3,3,4,0,2,3,1,1,2,2,2,1,7.0,1,2,1,2,1
